Date,adj_close,volume,month,range_hl,range_oc,order_day,adj_close_lag_1,range_hl_lag_1,range_oc_lag_1,volume_lag_1,adj_close_lag_2,range_hl_lag_2,range_oc_lag_2,volume_lag_2,adj_close_mean,adj_close_std,range_hl_mean,range_hl_std,range_oc_mean,range_oc_std,volume_mean,volume_std
2019-11-25,1306.689941,1036200,11,13.180053999999927,-7.5098870000001625,203,1295.339966,17.319946000000073,10.280029000000013,1385700.0,1301.349976,19.589966000000004,0.13000400000009904,995500.0,1298.344971,4.249718826003992,18.45495600000004,1.6051465354289862,5.205016500000056,7.177151506712934,1190600.0,275913.0660189908
2019-11-26,1313.550049,1069700,11,9.71008299999994,-3.690063999999893,204,1306.689941,13.180053999999927,-7.5098870000001625,1036200.0,1295.339966,17.319946000000073,10.280029000000013,1385700.0,1301.0149535,8.025644288800521,15.25,2.927345706580013,1.3850709999999253,12.57937024033919,1210950.0,247133.82002469836
2019-11-27,1312.98999,995600,11,8.729980000000069,2.0100099999999657,205,1313.550049,9.71008299999994,-3.690063999999893,1069700.0,1306.689941,13.180053999999927,-7.5098870000001625,1036200.0,1310.119995,4.850828886476409,11.445068499999934,2.453640024620622,-5.599975500000028,2.7010227462325545,1052950.0,23688.077169749344
2019-11-29,1304.959961,587000,11,6.2349850000000515,2.160033999999996,206,1312.98999,8.729980000000069,2.0100099999999657,995600.0,1313.550049,9.71008299999994,-3.690063999999893,1069700.0,1313.2700195,0.39602151681691333,9.220031500000005,0.6930374775610681,-0.8400269999999637,4.030560978665044,1032650.0,52396.61248592317
2019-12-02,1289.920044,1510900,12,24.82995600000004,11.079956000000038,207,1304.959961,6.2349850000000515,2.160033999999996,587000.0,1312.98999,8.729980000000069,2.0100099999999657,995600.0,1308.9749755,5.678087959028296,7.48248250000006,1.764227883526495,2.085021999999981,0.1060829877413195,791300.0,288923.83079282334
2019-12-03,1295.280029,1143800,12,19.46105999999986,-15.71008299999994,208,1289.920044,24.82995600000004,11.079956000000038,1510900.0,1304.959961,6.2349850000000515,2.160033999999996,587000.0,1297.4400025,10.634827299184584,15.532470500000045,13.148630090067181,6.619995000000017,6.307337333855111,1048950.0,653295.9551382513
2019-12-04,1320.540039,1537500,12,20.930053999999927,-13.530029000000013,209,1295.280029,19.46105999999986,-15.71008299999994,1143800.0,1289.920044,24.82995600000004,11.079956000000038,1510900.0,1292.6000365,3.790081740562998,22.14550799999995,3.7963827690854335,-2.315063499999951,18.94341824515206,1327350.0,259578.8993735816
2019-12-05,1328.130005,1212700,12,12.918091000000004,-0.13000499999998283,210,1320.540039,20.930053999999927,-13.530029000000013,1537500.0,1295.280029,19.46105999999986,-15.71008299999994,1143800.0,1307.910034,17.861524363840992,20.195556999999894,1.0387356189223182,-14.620055999999977,1.5415309667528234,1340650.0,278387.93975314376
2019-12-06,1340.619995,1314800,12,10.56005899999991,-7.180053999999927,211,1328.130005,12.918091000000004,-0.13000499999998283,1212700.0,1320.540039,20.930053999999927,-13.530029000000013,1537500.0,1324.335022,5.366916427578018,16.924072499999966,5.665313367915646,-6.830016999999998,9.47524783846251,1375100.0,229668.28252939065
2019-12-09,1343.560059,1354300,12,21.60998500000005,-5.520019999999931,212,1340.619995,10.56005899999991,-7.180053999999927,1314800.0,1328.130005,12.918091000000004,-0.13000499999998283,1212700.0,1334.375,8.831756625953561,11.739074999999957,1.6673804174548932,-3.655029499999955,4.985137455597405,1263750.0,72195.6023591465
2019-12-10,1344.660034,1094100,12,13.93493699999999,-3.160033999999996,213,1343.560059,21.60998500000005,-5.520019999999931,1354300.0,1340.619995,10.56005899999991,-7.180053999999927,1314800.0,1342.090027,2.0789391915290354,16.08502199999998,7.813477606209632,-6.350036999999929,1.173821298400252,1334550.0,27930.71785686863
2019-12-11,1345.02002,850400,12,8.529907000000094,5.819946000000073,214,1344.660034,13.93493699999999,-3.160033999999996,1094100.0,1343.560059,21.60998500000005,-5.520019999999931,1354300.0,1344.1100465,0.7777997816529585,17.77246100000002,5.4270784867322766,-4.340026999999964,1.6687621041052878,1224200.0,183989.18446473966
2019-12-12,1350.27002,1281000,12,15.27502400000003,-4.3300789999998415,215,1345.02002,8.529907000000094,5.819946000000073,850400.0,1344.660034,13.93493699999999,-3.160033999999996,1094100.0,1344.840027,0.25454854178546027,11.232422000000042,3.82193336551663,1.3299560000000383,6.349804752919626,972250.0,172321.92257516162
2019-12-13,1347.829956,1549600,12,9.223023000000012,0.11999500000001717,216,1350.27002,15.27502400000003,-4.3300789999998415,1281000.0,1345.02002,8.529907000000094,5.819946000000073,850400.0,1347.64502,3.7123106012328564,11.902465500000062,4.769517970596599,0.7449335000001156,7.177151506712931,1065700.0,304480.17997892736
2019-12-16,1361.170044,1397300,12,12.010009999999966,-4.670043999999962,217,1347.829956,9.223023000000012,0.11999500000001717,1549600.0,1350.27002,15.27502400000003,-4.3300789999998415,1281000.0,1349.049988,1.7253858009364027,12.249023500000021,4.279410946847761,-2.105041999999912,3.146677502181854,1415300.0,189928.88142670668
2019-12-17,1355.119995,1854000,12,13.677001999999902,7.770019999999931,218,1361.170044,12.010009999999966,-4.670043999999962,1397300.0,1347.829956,9.223023000000012,0.11999500000001717,1549600.0,1354.5,9.432866686426701,10.616516499999989,1.9706974067786776,-2.2750244999999722,3.387069059048023,1473450.0,107692.36277471119
2019-12-18,1352.619995,1522600,12,9.469970999999987,3.9799809999999525,219,1355.119995,13.677001999999902,7.770019999999931,1854000.0,1361.170044,12.010009999999966,-4.670043999999962,1397300.0,1358.1450195,4.278030674413893,12.843505999999934,1.1787413473836097,1.5499879999999848,8.796453612794576,1625650.0,322935.6669678963
2019-12-19,1356.040039,1469900,12,9.114990999999918,-4.220092999999906,220,1352.619995,9.469970999999987,3.9799809999999525,1522600.0,1355.119995,13.677001999999902,7.770019999999931,1854000.0,1353.869995,1.7677669529731792,11.573486499999944,2.9748201487619346,5.875000499999942,2.6799622778614784,1688300.0,234335.18728522185
2019-12-20,1349.589966,3315000,12,14.640014999999948,13.760009999999966,221,1356.040039,9.114990999999918,-4.220092999999906,1469900.0,1352.619995,9.469970999999987,3.9799809999999525,1522600.0,1354.330017,2.4183363043613593,9.292480999999952,0.2510087651853171,-0.12005599999997685,5.798327931631403,1496250.0,37264.52736853105
2019-12-23,1348.839966,883100,12,13.290038999999979,7.030029000000013,222,1349.589966,14.640014999999948,13.760009999999966,3315000.0,1356.040039,9.114990999999918,-4.220092999999906,1469900.0,1352.8150025,4.560890357450828,11.877502999999933,3.9067819366184238,4.76995850000003,12.713852757732498,2392450.0,1304682.7219672988
2019-12-24,1343.560059,347500,12,7.4799809999999525,4.93994100000009,223,1348.839966,13.290038999999979,7.030029000000013,883100.0,1349.589966,14.640014999999948,13.760009999999966,3315000.0,1349.214966,0.5303300859121582,13.965026999999964,0.9545771840389815,10.39501949999999,4.758815202356592,2099050.0,1719612.9811675649
2019-12-26,1360.400024,667500,12,16.857054999999946,-14.229980000000069,224,1343.560059,7.4799809999999525,4.93994100000009,347500.0,1348.839966,13.290038999999979,7.030029000000013,883100.0,1346.2000125,3.733458043737547,10.385009999999966,4.108331410887148,5.9849850000000515,1.4779153980765842,615300.0,378726.39200351486
2019-12-27,1351.890015,1038400,12,15.219970000000103,11.099975000000086,225,1360.400024,16.857054999999946,-14.229980000000069,667500.0,1343.560059,7.4799809999999525,4.93994100000009,347500.0,1351.9800415,11.907653446445194,12.168517999999949,6.630592613088046,-4.645019499999989,13.555181133910516,507500.0,226274.1699796952
2019-12-30,1336.140015,1050900,12,18.97998000000007,13.859985000000052,226,1351.890015,15.219970000000103,11.099975000000086,1038400.0,1360.400024,16.857054999999946,-14.229980000000069,667500.0,1356.1450195,6.01748507186041,16.038512500000024,1.1575939048785924,-1.5650024999999914,17.910982947650204,852950.0,262265.90514209046
2019-12-31,1337.02002,961800,12,8.915038999999979,-6.91003499999988,227,1336.140015,18.97998000000007,13.859985000000052,1050900.0,1351.890015,15.219970000000103,11.099975000000086,1038400.0,1344.015015,11.13693180368885,17.099975000000086,2.6587285683291735,12.479980000000069,1.951621787142667,1044650.0,8838.834764831845
2020-01-02,1367.369995,1406600,1,26.589966000000004,-25.819946000000073,228,1337.02002,8.915038999999979,-6.91003499999988,961800.0,1336.140015,18.97998000000007,13.859985000000052,1050900.0,1336.5800175,0.6222575029910453,13.947509500000024,7.116988033342563,3.474975000000086,14.68662198738017,1006350.0,63003.214203721385
2020-01-03,1360.660034,1186400,1,26.956055000000106,-12.800048999999944,229,1367.369995,26.589966000000004,-25.819946000000073,1406600.0,1337.02002,8.915038999999979,-6.91003499999988,961800.0,1352.1950075,21.460673131342627,17.75250249999999,12.498060738677212,-16.364990499999976,13.371326299734227,1184200.0,314521.09627177636
2020-01-06,1394.209961,1732300,1,46.5,-44.20996100000002,230,1360.660034,26.956055000000106,-12.800048999999944,1186400.0,1367.369995,26.589966000000004,-25.819946000000073,1406600.0,1364.0150145,4.744658924599555,26.773010500000055,0.25886401441758694,-19.30999750000001,9.20645745905048,1296500.0,155704.91321727776
2020-01-07,1393.339966,1502700,1,12.609985000000052,4.599975000000086,231,1394.209961,46.5,-44.20996100000002,1732300.0,1360.660034,26.956055000000106,-12.800048999999944,1186400.0,1377.4349975,23.723380890013985,36.72802750000005,13.81965604063684,-28.505004999999983,22.21016177167277,1459350.0,386009.5918497363
2020-01-08,1404.319946,1528000,1,20.739990000000034,-12.239990000000034,232,1393.339966,12.609985000000052,4.599975000000086,1502700.0,1394.209961,46.5,-44.20996100000002,1732300.0,1393.7749635000002,0.6151793641109642,29.554992500000026,23.963859421013773,-19.804992999999968,34.513836734881465,1617500.0,162351.7169604313
2020-01-09,1419.829956,1500900,1,17.059936000000107,0.7399900000000343,233,1404.319946,20.739990000000034,-12.239990000000034,1528000.0,1393.339966,12.609985000000052,4.599975000000086,1502700.0,1398.8299560000003,7.764018315293416,16.674987500000043,5.7487816665805145,-3.8200074999999742,11.9076534464442,1515350.0,17889.801564019654
2020-01-10,1429.72998,1820700,1,16.578979000000118,-2.1699210000001585,234,1419.829956,17.059936000000107,0.7399900000000343,1500900.0,1404.319946,20.739990000000034,-12.239990000000034,1528000.0,1412.0749510000003,10.967233247271635,18.89996300000007,2.6021911385326044,-5.75,9.178231877665809,1514450.0,19162.59377015544
2020-01-13,1439.22998,1652300,1,14.5,-3.099975000000086,235,1429.72998,16.578979000000118,-2.1699210000001585,1820700.0,1419.829956,17.059936000000107,0.7399900000000343,1500900.0,1424.7799680000005,7.0003741043107786,16.819457500000112,0.3400879561589524,-0.7149655000000621,2.057617800749448,1660800.0,226132.7486234579
2020-01-14,1430.880005,1558900,1,13.430053999999927,8.130004999999983,236,1439.22998,14.5,-3.099975000000086,1652300.0,1429.72998,16.578979000000118,-2.1699210000001585,1820700.0,1434.4799800000008,6.717514421273768,15.539489500000059,1.4700601488444691,-2.634948000000122,0.6576474902695724,1736500.0,119076.7819518146
2020-01-15,1439.199951,1282700,1,11.18505899999991,-8.989990000000034,237,1430.880005,13.430053999999927,8.130004999999983,1558900.0,1439.22998,14.5,-3.099975000000086,1652300.0,1435.0549925000005,5.904323945239986,13.965026999999964,0.7565660721033929,2.5150149999999485,7.9407950105893494,1605600.0,66043.77336282354
2020-01-16,1451.699951,1173700,1,11.069946000000073,-4.260009999999966,238,1439.199951,11.18505899999991,-8.989990000000034,1282700.0,1430.880005,13.430053999999927,8.130004999999983,1558900.0,1435.0399780000007,5.883090235707731,12.307556499999919,1.5874511882298672,-0.42999250000002576,12.105664558379797,1420800.0,195302.89296372441
2020-01-17,1480.390015,2396200,1,23.075072999999975,-17.479980999999952,239,1451.699951,11.069946000000073,-4.260009999999966,1173700.0,1439.199951,11.18505899999991,-8.989990000000034,1282700.0,1445.449951000001,8.838834764832766,11.127502499999991,0.08139718290186651,-6.625,3.3446009328767845,1228200.0,77074.63914933369
2020-01-21,1484.400024,2036700,1,20.650024999999914,-5.280029000000013,240,1480.390015,23.075072999999975,-17.479980999999952,2396200.0,1451.699951,11.069946000000073,-4.260009999999966,1173700.0,1466.044983000001,20.28693880707614,17.072509500000024,8.488906710705637,-10.869995499999959,9.347931141189491,1784950.0,864438.0400005543
2020-01-22,1485.949951,1610800,1,18.283935000000156,5.0500489999999445,241,1484.400024,20.650024999999914,-5.280029000000013,2036700.0,1480.390015,23.075072999999975,-17.479980999999952,2396200.0,1482.395019500001,2.8355045565203723,21.862548999999944,1.714767885502884,-11.380004999999983,8.626668789350337,2216450.0,254204.88783656384
2020-01-23,1486.650024,1351200,1,13.420043999999962,0.9899909999999181,242,1485.949951,18.283935000000156,5.0500489999999445,1610800.0,1484.400024,20.650024999999914,-5.280029000000013,2036700.0,1485.174987500001,1.0959638920467407,19.466980000000035,1.673078283897473,-0.11499000000003434,7.304468203985935,1823750.0,301156.7781073506
2020-01-24,1466.709961,1784600,1,30.244995000000017,26.880004999999983,243,1486.650024,13.420043999999962,0.9899909999999181,1351200.0,1485.949951,18.283935000000156,5.0500489999999445,1610800.0,1486.2999875000007,0.4950263656313506,15.851989500000059,3.4392903090523386,3.0200199999999313,2.8708945438106994,1481000.0,183564.92039602774
2020-01-27,1433.900024,1755200,1,16.869995000000017,-2.9000240000000304,244,1466.709961,30.244995000000017,26.880004999999983,1784600.0,1486.650024,13.420043999999962,0.9899909999999181,1351200.0,1476.6799925000007,14.09975376458718,21.83251949999999,11.897036945231418,13.93499799999995,18.307004464414696,1567900.0,306460.0789662497
2020-01-28,1452.560059,1577400,1,23.530029000000013,-9.56005899999991,245,1433.900024,16.869995000000017,-2.9000240000000304,1755200.0,1466.709961,30.244995000000017,26.880004999999983,1784600.0,1450.3049925000007,23.200128943003524,23.557495000000017,9.457553198370066,11.989990499999976,21.057660449832046,1769900.0,20788.939366884497
2020-01-29,1458.630005,1077700,1,18.690063999999893,0.17004399999996167,246,1452.560059,23.530029000000013,-9.56005899999991,1577400.0,1433.900024,16.869995000000017,-2.9000240000000304,1755200.0,1443.2300415000007,13.194637285678692,20.200012000000015,4.709355204332951,-6.23004149999997,4.709355911439656,1666300.0,125723.58569496815
2020-01-30,1455.839966,1339400,1,20.880004999999983,-15.880004999999983,247,1458.630005,18.690063999999893,0.17004399999996167,1077700.0,1452.560059,23.530029000000013,-9.56005899999991,1577400.0,1455.5950320000004,4.2920999780369655,21.110046499999953,3.422372072205616,-4.695007499999974,6.880221812943474,1327550.0,353341.2585589178
2020-01-31,1434.22998,2417200,1,41.59997599999997,34.67004399999996,248,1455.839966,20.880004999999983,-15.880004999999983,1339400.0,1458.630005,18.690063999999893,0.17004399999996167,1077700.0,1457.2349855000004,1.9728554966765601,19.785034499999938,1.5485221314984736,-7.854980500000011,11.349098486276324,1208550.0,185049.8446365195
2020-02-03,1485.939941,3055200,2,31.010009999999966,-23.93994100000009,249,1434.22998,41.59997599999997,34.67004399999996,2417200.0,1455.839966,20.880004999999983,-15.880004999999983,1339400.0,1445.0349730000003,15.280567641946522,31.239990499999976,14.651232000088596,9.39501949999999,35.74428243721221,1878300.0,762119.688762861
2020-02-04,1447.069946,3933000,2,43.199951000000056,10.0,250,1485.939941,31.010009999999966,-23.93994100000009,3055200.0,1434.22998,41.59997599999997,34.67004399999996,2417200.0,1460.0849605,36.5644640779922,36.30499299999997,7.4882367711349715,5.365051499999936,41.44351783874187,2736200.0,451134.12639701733
2020-02-05,1448.22998,1985000,2,33.279907000000094,14.190063999999893,251,1447.069946,43.199951000000056,10.0,3933000.0,1485.939941,31.010009999999966,-23.93994100000009,3055200.0,1466.5049435,27.48523704918752,37.10498050000001,8.61958994336398,-6.969970500000045,23.999162434171396,3494100.0,620698.3325255514
2020-02-06,1472.0,1211565,2,32.42981000000009,-21.67004399999996,252,1448.22998,33.279907000000094,14.190063999999893,1985000.0,1447.069946,43.199951000000056,10.0,3933000.0,1447.649963,0.820267907822653,38.239929000000075,7.0145303820688865,12.095031999999946,2.962822668005531,2959000.0,1377444.0097513946
